locus_tag,old_locus_tag,gene_name,gene_biotype,product,chr,start,end,strand,length_bp,SRR20281608_read_count,SRR20281608_TPM,SRR20281609_read_count,SRR20281609_TPM,SRR20281610_read_count,SRR20281610_TPM,SRR20281611_read_count,SRR20281611_TPM,SRR20280855_read_count,SRR20280855_TPM,SRR20280860_read_count,SRR20280860_TPM,SRR20281612_read_count,SRR20281612_TPM,SRR20281613_read_count,SRR20281613_TPM,SRR20650029_read_count,SRR20650029_TPM,SRR20650030_read_count,SRR20650030_TPM,SRR20650031_read_count,SRR20650031_TPM
MA_RS05830,MA_1118,,protein_coding,,NC_003552.1,1321908,1323128,-,1221,1174,12.20233841161307,855,9.945157821485935,825,10.37291760949548,570,7.648598134401987,785,8.043647896756877,822,7.857448085076619,448,8.374652573164191,395,7.871453989349325,36,1.242367584891307,45,1.5474526703346363,45,1.6166243503765365
MA_RS05835,MA_1119,,protein_coding,,NC_003552.1,1323164,1324597,-,1434,1104,9.770359736076063,1076,10.65673947265404,749,8.018540187223108,691,7.894989332470132,619,5.400581897965649,645,5.249717456285539,533,8.4836453851104,483,8.195425542504525,46,1.3516739844453192,38,1.1126407717059734,65,1.9882750901539417
MA_RS05840,MA_1120,,protein_coding,,NC_003552.1,1324607,1325545,-,939,510,6.892792680871833,413,6.246628639543347,335,5.476988871978554,347,6.054615021150486,322,4.290316564423092,303,3.766191535099981,238,5.785165850012285,224,5.8043815853196845,75,3.3655724643953806,15,0.6707276217531385,46,2.148842107756445
MA_RS05845,MA_1121,,protein_coding,,NC_003552.1,1325718,1327145,-,1428,616,5.474483321855067,649,6.454724611628975,412,4.429264875046196,342,3.923923664749928,432,3.784901642668151,475,3.882314990716018,265,4.235669986488144,235,4.004176240885631,82,2.4196297723017324,40,1.1761218241385567,72,2.2116507919436996
MA_RS05850,MA_1122,,protein_coding,,NC_003552.1,1327168,1327623,-,456,242,6.735055139387484,208,6.478280090302505,141,4.746974663924381,82,2.946264013591088,119,3.264984902645205,103,2.636317719734417,101,5.055463512174876,59,3.148188285247257,8,0.7392450395478976,2,0.1841559172006424,4,0.3847755032767546
MA_RS05855,MA_1123,,protein_coding,,NC_003552.1,1328311,1329009,+,699,1495,27.14280016093378,1503,30.53817176275481,1287,28.26597789107671,906,21.23604678319146,982,17.57653934823219,1125,18.78454644254282,675,22.040987394260927,641,22.312815960443064,37,2.2304260206101807,46,2.763129126752987,54,3.3886666640510756
MA_RS26590,MA_1124,,protein_coding,,NC_003552.1,1329593,1330006,+,414,4479,137.3002580948651,3992,136.946652254533,3929,145.6948938787621,1739,68.82114476710015,3792,114.5953634226193,5359,151.0806284176604,1480,81.59542772986514,902,53.01267583647015,24,2.442722739375662,30,3.042576023314962,16,1.695242797045412
MA_RS05860,MA_1125,,protein_coding,,NC_003552.1,1330048,1330965,-,918,730,10.09185056806616,609,9.421842499357751,545,9.114156147951045,358,6.389442952477789,541,7.373159732913727,454,5.77216235812655,245,6.091550546605592,248,6.573286008678443,2,0.0918016715778435,8,0.3659045675097732,0,0.0
MA_RS24400,MA_1126,,protein_coding,,NC_003552.1,1331057,1333651,+,2595,5586,27.3183334319496,5495,30.07402547034384,4177,24.71096791722417,3049,19.25053101044358,3339,16.09822953970676,3677,16.5379484688304,2242,19.719808590774374,1721,16.1367859295464,204,3.3125014720088455,187,3.02569236445726,70,1.1832402759724476
MA_RS05870,MA_1127,,protein_coding,,NC_003552.1,1333817,1334644,-,828,11844,181.534299718194,10790,185.0769511305625,8508,157.7465203767508,6356,125.7697516215321,5191,78.4367789460465,7486,105.5224467563543,4699,129.53274152116091,4569,134.26547444392028,231,11.755603183245373,223,11.308240886653941,138,7.3107345622583395
MA_RS05875,MA_1128,,protein_coding,,NC_003552.1,1334669,1335895,-,1227,19142,197.9854985216876,17233,199.4699844957192,16152,202.0897966897189,13697,182.8957208394026,8700,88.71023885389695,12646,120.2912343706349,9968,185.42484117220445,8304,164.67069077723136,640,21.978532227145315,402,13.756311937198108,385,13.76348560620763
MA_RS05880,MA_1129,,protein_coding,,NC_003552.1,1336197,1337615,-,1419,6836,61.13786813371335,4874,48.78253423666887,5121,55.40322226622624,3549,40.97757514576614,4937,43.52911028448177,5867,48.25685998020561,2516,40.469952104495476,2117,36.300448603576285,285,8.463027249792527,205,6.065854524283317,198,6.120614982355818
MA_RS05885,MA_1130,,protein_coding,,NC_003552.1,1337783,1339096,+,1314,40475,390.9148102620823,31779,343.4836667373325,23577,275.4582740860205,16569,206.5967970559359,22288,212.2143719263221,33004,293.1545099827422,12511,217.32070636386413,13032,241.31773235306952,3326,106.6571941305704,2067,66.0489071800989,2078,69.36852246745583
MA_RS05890,MA_1131,,protein_coding,,NC_003552.1,1339430,1340500,+,1071,15542,184.1654107971244,14374,190.6116313663172,13036,186.8605078029198,9570,146.4013624625996,11604,135.5555514244483,20748,226.1060250593008,7014,149.47919137221558,6085,138.24347475624998,1820,71.60530383071793,835,32.735390771856494,1032,42.26710402381291
MA_RS05895,MA_1132,,protein_coding,,NC_003552.1,1340505,1341311,+,807,8575,134.8500855429913,7731,136.0577758342071,7634,145.224959709684,5940,120.5967382623593,6767,104.9111627597518,10801,156.2125054682722,4254,120.3173893290284,3451,104.05068750570345,417,21.773377131368,371,19.302826176168452,389,21.14405758155014
MA_RS05900,MA_1133,,protein_coding,,NC_003552.1,1341560,1342183,-,624,1809,36.79125559375194,1351,30.74907019932969,932,22.92946736191297,823,21.60916059124008,832,16.68160353620407,883,16.51587094248854,622,22.751510962255406,576,22.46008643660103,8,0.5402175289003868,4,0.2691509559086312,6,0.42177314782259645
MA_RS05905,MA_1134,,protein_coding,,NC_003552.1,1342271,1342816,-,546,1843,42.83742181744283,1169,30.40766675522167,889,24.99607171642014,795,23.85597315748774,775,17.75857519307439,818,17.48582097518929,551,23.03368404263248,704,31.372819149537953,28,2.1608701156015466,5,0.38450136558375886,20,1.6067548488479864
MA_RS05910,,,protein_coding,,NC_003552.1,1342974,1343171,-,198,5758,369.0601063657748,4364,313.0262657153394,4155,322.1576744839977,4543,375.9241254414515,2597,164.0989559981893,3615,213.0926538157792,3703,426.8673823295383,2284,280.6754572708577,4,0.8512518637218215,12,2.544699946772513,4,0.8861496439101016
MA_RS05915,MA_1136,hypE,protein_coding,,NC_003552.1,1343665,1344711,-,1047,3759,45.56341595682526,3219,43.66520703140749,2746,40.26396083896697,2028,31.735395896762,1375,16.43066250879699,1688,18.81703216564881,1519,33.11429712613218,1832,42.574770660147266,387,15.5749821656037,250,10.025680306052166,275,11.52121492619509
MA_RS05920,MA_1137,hypB,protein_coding,,NC_003552.1,1344761,1345432,-,672,2809,53.04849879637683,2311,48.84182700636893,1946,44.45659605469606,1695,41.32597236833668,1338,24.91069813776903,1657,28.77919236144196,1330,45.173819997404216,1407,50.944623141352864,183,11.474799118339464,104,6.498073078365525,77,5.026130011552607
MA_RS05925,MA_1138,hypA,protein_coding,,NC_003552.1,1345653,1346054,-,402,464,14.6481426196719,379,13.3898091074249,355,13.5570420697237,353,14.38703512133632,256,7.96733303221687,414,12.01986679230889,252,14.308000175140126,237,14.344843762679886,30,3.1445497950918027,34,3.551185746615373,25,2.72788603069341
MA_RS05930,MA_1139,hypD,protein_coding,,NC_003552.1,1346047,1347132,-,1086,2888,33.74877362754852,2531,33.09966120511657,2411,34.08238899411652,2148,32.40612502969397,1697,19.55019419954303,2179,23.41816014905854,1455,30.58000958242426,1614,36.1615664220966,579,22.4652891714542,272,10.516218564562651,389,15.712020689052451
MA_RS05935,MA_1140,,protein_coding,,NC_003552.1,1347167,1347445,-,279,1780,80.96669859205001,1358,69.12844619106089,1078,59.31673000320242,926,54.37877687398019,467,20.94169046077232,598,25.01625800740991,621,50.80329094444916,615,53.63452540639941,47,7.098342153938415,41,6.170213311797868,41,6.446024022636384
MA_RS05945,MA_1141,,protein_coding,,NC_003552.1,1348886,1350037,+,1152,8431,92.87893833706454,7556,93.15382641067598,7235,96.41590900951022,6509,92.5730225672824,6434,69.87593564579234,9670,97.97141072953164,4931,97.69829228385974,4234,89.42766765360201,4272,156.25792023443685,2223,81.02284869587015,2568,97.7810747702053
MA_RS05950,MA_1142,,protein_coding,,NC_003552.1,1350045,1351832,+,1788,14286,101.3990213935605,11254,89.39240569108308,11568,99.32381887127111,9178,84.10139322606668,7494,52.43789299509787,10322,67.37855718497093,6641,84.77551073197073,6964,94.76866821767173,6639,156.4582357946499,2818,66.17500750843487,3855,94.57342864934864
MA_RS05955,MA_1143,,protein_coding,,NC_003552.1,1351847,1352659,+,813,3181,49.65508798992896,3422,59.77928113983655,2639,49.83236379552118,2590,52.19535671274142,2548,39.21100166997046,4185,60.08004972154399,2055,57.69334633966405,2047,61.2633620504705,2316,120.03593623714276,985,50.87052384369038,1506,81.25436347425135
MA_RS05960,MA_1144,,protein_coding,,NC_003552.1,1352797,1353282,+,486,1224,31.96213494982049,1297,37.90224507723757,1057,33.38884236952748,1157,39.00495140666843,800,20.59457226691861,1352,32.46876643151754,795,37.33664654756217,799,40.002214989193234,331,28.698222553806964,243,20.993774560873234,289,26.083978870279754
MA_RS05965,MA_1145,,protein_coding,,NC_003552.1,1353733,1354695,-,963,4312,56.82547797015914,2585,38.12373911277349,2476,39.47180594147873,1734,29.5015923385068,3214,41.7559764527725,2752,33.35396810440024,1314,31.14393807592807,1125,28.42495362887592,357,15.620869480540154,217,9.461368805211821,240,10.931939532348917
MA_RS05970,MA_1146,,protein_coding,,NC_003552.1,1355292,1356455,+,1164,8348,91.01649192881722,6470,78.94280050563907,5251,69.25508740879894,3689,51.92521774619387,4653,50.01256524095204,6006,60.22235217090847,2699,52.92420626065936,2671,55.833446544823715,372,13.466453452382837,188,6.7814941880484,225,8.478944724268693
MA_RS05975,MA_1147,,protein_coding,,NC_003552.1,1356455,1358245,+,1791,15154,107.3797353745743,10742,85.18258020039691,11222,96.19163846586396,7437,68.03381850920645,10992,76.78567255860769,16235,105.7991244790785,5590,71.23946858093686,4931,66.9904578841167,474,11.1518271795115,180,4.2198541830900975,272,6.661707875826694
MA_RS05980,MA_1148,,protein_coding,,NC_003552.1,1358257,1359021,+,765,3069,50.91269489325212,2232,41.43754179027882,2205,44.24964617885957,1601,34.28882067122996,2682,43.86280459225424,3525,53.78027923981346,1201,35.83323529701215,921,29.29353103544926,243,13.384683716049581,128,7.0253676961876454,120,6.880691352713731
MA_RS05985,MA_1149,,protein_coding,,NC_003552.1,1359685,1362234,-,2550,1700,8.460565133776013,1689,9.406990333841524,1166,7.019739788374185,950,6.103881256277665,914,4.484407538850154,992,4.540428681352762,712,6.373005045330389,739,7.051439555438763,74,1.2227982654168754,78,1.284325031959304,42,0.7224725920349417
MA_RS05990,MA_1150,cgi121,protein_coding,,NC_003552.1,1362462,1362992,+,531,728,17.39912829770886,727,19.44469423888494,576,16.65292806731207,711,21.93803530913712,789,18.59009207636301,698,15.34215154368618,557,23.942258924583193,314,14.388272572850818,167,13.252115878449034,114,9.014276082634836,136,11.234575146521289
MA_RS05995,MA_1151,,protein_coding,,NC_003552.1,1363025,1363771,-,747,2062,35.03149659808462,2122,40.34465503256355,2059,42.31539396220587,1688,37.02324593746435,3225,54.01422831752824,2868,44.81092531173793,1279,39.07998530656859,1047,34.10355159399561,83,4.681885250470018,40,2.2483292702407747,68,3.9930116484623857
MA_RS06000,MA_1152,glpX,protein_coding,,NC_003552.1,1364136,1365224,+,1089,8926,104.0206671957089,6567,85.64467490011808,6251,88.12198329283314,6608,99.41795052997068,5551,63.77381627373886,6720,72.02226247413738,4547,95.30189219809053,4258,95.13740622984494,289,11.182354027982113,201,7.749768019716292,285,11.479665841562682
MA_RS06005,MA_1153,,protein_coding,,NC_003552.1,1365301,1366608,+,1308,5906,57.30286431201964,5088,55.24596796839483,4509,52.92186432859206,3990,49.97902771768638,2760,26.39978541280002,4826,43.06306528784673,2946,51.40785078217396,2571,47.82641876723473,1188,38.27119044191547,520,16.692297815984833,865,29.008189891529646
MA_RS06015,MA_1155,,protein_coding,,NC_003552.1,1366947,1371092,+,4146,1438,4.401697779439185,1194,4.090121956156146,1251,4.632235768361964,759,2.999405127951509,877,2.646484497331941,1088,3.062844612555315,580,3.193031073013262,495,2.9050220336775943,63,0.6402867672495177,40,0.4050897165629182,34,0.3597177642789921
MA_RS06020,MA_1156,,protein_coding,,NC_003552.1,1371111,1371716,+,606,1314,27.51777867767743,990,23.20191327086636,727,18.41723503483954,488,13.19379856750378,943,19.46875264188174,1055,20.31913436204033,404,15.21644463070458,424,17.02420193049297,64,4.450108752921998,30,2.078591540680519,60,4.343010631044558
MA_RS06025,MA_1157,,protein_coding,,NC_003552.1,1371890,1372438,-,549,9037,208.9019866500924,6022,155.786433663773,5410,151.2821069502886,4645,138.6232336502634,4962,113.0793944626292,4755,101.0889169247836,3229,134.24562762990462,3031,134.33436336693842,432,33.156957839394224,235,17.97281246559275,346,27.644963481326613
MA_RS06030,MA_1158,,protein_coding,,NC_003552.1,1372749,1373261,-,513,168,4.156067083258392,198,5.481621614871351,122,3.650943476745623,114,3.640911626551589,123,2.999762039405118,92,2.093128200350088,102,4.538237872315401,64,3.0355412467920826,18,1.4784900790957953,44,3.601271269701451,33,2.8216870240295338
MA_RS06035,MA_1159,,protein_coding,,NC_003552.1,1373348,1373623,-,276,91,4.184301234639223,174,8.953676412433143,61,3.392996383279899,37,2.196419513843622,64,2.901148441078969,73,3.087017878659042,24,1.9847536474832057,17,1.4986953811862402,15,2.2900525681646826,0,0.0,11,1.7482191344530806
MA_RS29740,,,protein_coding,,NC_003552.1,1373797,1373919,-,123,153,15.78617640814305,303,34.98635879912901,91,11.3579231190801,63,8.391857285588419,72,7.32363082077252,100,9.488995818130034,80,14.845311834833737,65,12.8582473163468,14,4.796077573652214,11,3.7549840677984654,9,3.20959078343049
MA_RS06045,MA_1161,,protein_coding,,NC_003552.1,1374361,1375692,-,1332,1275,12.14777088464461,1127,12.01658104414826,885,10.20003564933723,666,8.192051159741077,847,7.95569718196219,846,7.412957408731044,495,8.48213974346708,341,6.229076775115889,81,2.5623831438383204,69,2.175030697748128,40,1.3172494706771782
MA_RS06050,MA_1162,mmrce1,protein_coding,,NC_003552.1,1375689,1376558,-,870,1307,19.06544591352629,1349,22.02185636532408,1050,18.52817697144366,697,13.12611415710237,980,14.09307884955172,1050,14.08625068863786,580,15.21644463070458,404,11.298886395117684,83,4.0199635426449465,40,1.9304620285860445,57,2.873874965853278
MA_RS06055,MA_1163,,protein_coding,,NC_003552.1,1377048,1378892,+,1845,22703,156.1627725464364,18886,145.3800599076679,15049,125.2200622850083,11465,101.8123214595463,16579,112.424514238507,17123,108.3200502625604,8193,101.35636655232734,8421,111.05569297533987,1019,23.272395464531456,596,13.563457602472033,581,13.813127742023074
MA_RS06060,MA_1164,,protein_coding,,NC_003552.1,1378889,1382113,+,3225,20439,80.43046082290601,15481,68.17584355926613,11343,53.99590901639404,8887,45.14899761650787,13485,52.31428457807253,11781,42.63613254947895,6263,44.32585708004781,7755,58.5093957133316,556,7.264543811892084,384,4.999447709380045,415,5.64456715039481
MA_RS06065,MA_1165,,protein_coding,,NC_003552.1,1382153,1382947,-,795,8310,132.6552759654314,5996,107.1163397688857,5711,110.282772392939,4490,92.53411247103756,3174,49.95038643765257,4165,61.14673097671605,3172,91.0689856011225,3025,92.58311311523434,317,16.80178442715844,160,8.45032435154646,231,12.745507048163592
MA_RS06070,MA_1166,,protein_coding,,NC_003552.1,1383532,1384272,-,741,12578,215.4190045599892,9263,177.5393741907459,7540,156.2124995787882,6249,138.1703851476977,7909,133.5372493601599,7274,114.5725173613034,4324,133.19009429790813,4890,160.56991619148982,379,21.551836152973326,232,13.145899320168935,230,13.615133192869779
MA_RS06075,MA_1167,,protein_coding,,NC_003552.1,1384334,1385185,-,852,7133,106.2486110901836,6320,105.3510120860678,6701,120.7431959317128,6351,122.130790881492,5589,82.07172725690543,4689,64.23415341689018,4409,118.11497249432482,4165,118.94575314062627,519,25.667941320358516,351,17.297687490296966,327,16.835283111679416
MA_RS06080,MA_1168,moaC,protein_coding,,NC_003552.1,1385282,1385749,-,468,3886,105.3774234290179,2392,72.58995896056908,1756,57.60249597642228,1278,44.74120248781664,1843,49.26954377760273,1620,40.40122450257672,970,47.3075361916136,1182,61.45329205570004,68,6.122465327537716,40,3.588679412115083,35,3.2804578163979725
MA_RS06085,,,protein_coding,,NC_003552.1,1385993,1386178,-,186,537,36.6397054583687,368,28.09933895247836,205,16.92012474581145,163,14.35811117244941,572,38.47531138189004,437,27.42166743119932,118,14.480165051799519,81,10.59608916565452,26,5.890113702204217,12,2.708874136886869,3,0.7074904415088715
MA_RS06090,MA_1170,,protein_coding,,NC_003552.1,1386481,1387983,-,1503,7159,60.44828921427393,6264,59.19077101392929,5353,54.67652520703354,4294,46.80860636051654,7300,60.76632026661164,7541,58.55922586916691,2720,41.306117161194074,3409,55.187605378734084,288,8.074149413984225,137,3.8272084029802182,176,5.136484163502865
MA_RS06095,MA_1171,,protein_coding,,NC_003552.1,1388704,1390170,+,1467,22188,191.9458273908202,18187,176.0727638858189,17158,179.555698778944,13308,148.629607135425,10458,89.19029129939784,15599,124.1057807044463,9433,146.7655646231455,9558,158.52962849883122,1056,30.331722849670793,606,17.344549943952533,754,22.54516916132019
MA_RS06100,MA_1172,,protein_coding,,NC_003552.1,1390404,1392905,-,2502,43083,218.5290933204269,34435,195.4672534256488,27823,170.7179921025218,23450,153.5600317313575,26138,130.7025639176565,31532,147.0921781969824,17178,156.7074855313209,16902,164.37066854411802,3623,61.01608008076575,1696,28.46158405694725,2265,39.70938557197875
MA_RS06105,MA_1173,gmd,protein_coding,,NC_003552.1,1393005,1394033,-,1029,19763,243.7407416017716,17262,238.2522255502618,12086,180.3141707463328,9794,155.943535585042,10995,133.683841749682,14242,161.5403328313156,7108,157.66543503651334,7133,168.6671003546791,2431,99.5480732701978,1503,61.328752507274004,1419,60.4894014218343
MA_RS06110,MA_1174,gmd,protein_coding,,NC_003552.1,1394060,1395082,-,1023,19529,242.2674142192254,16600,230.4590052426585,11437,171.6323429870027,9756,156.2495622960585,7766,94.97751690774255,9258,105.6250455910312,7010,156.40363176134767,6084,144.70618739358497,999,41.14841670281128,652,26.76039298863998,632,27.0990278202186
MA_RS06115,MA_1175,,protein_coding,,NC_003552.1,1395472,1396542,+,1071,5281,62.57737320934332,4434,58.79866240978505,2987,42.81622712544656,2340,35.79719834508706,2349,27.4405369093441,2540,27.68022477591209,1645,35.057494982505645,1477,33.5555648668827,962,37.848517739093765,947,37.12624558197378,717,29.36580773747467
MA_RS06120,MA_1176,,protein_coding,,NC_003552.1,1396529,1397311,+,783,1248,20.22755802098173,1310,23.76133089413931,777,15.23427884318701,649,13.58018187144817,589,9.411364447149616,787,11.73108919783915,491,14.312786041524806,248,7.706611182588519,118,6.350143213281174,74,3.968171947649092,37,2.0727753165023644
MA_RS06125,MA_1177,,protein_coding,,NC_003552.1,1397311,1398540,+,1230,2799,28.87941684077935,2660,30.7140971635918,1987,24.80021234902435,1617,21.53910036634361,1893,19.25504603294775,2189,20.77141184588665,1118,20.74632328918015,834,16.49812040282035,188,6.44044702747583,117,3.99393759938564,149,5.313655852568256
MA_RS24405,MA_1178,,protein_coding,,NC_003552.1,1398528,1399958,+,1431,2770,24.56579184545027,2459,24.40507370577514,1676,17.98030375401912,1384,15.84598016084088,1617,14.13739670756918,1884,15.36620530347246,946,15.088843417868484,602,10.236002588681556,169,4.976343442323478,149,4.371869195765356,120,3.6783570124570253
MA_RS06135,MA_1179,,protein_coding,,NC_003552.1,1399970,1402393,+,2424,4181,21.88961808435489,3785,22.17657619450232,2096,13.2745958160329,1618,10.93625311589196,2056,10.61181215050606,2585,12.44667353693703,1289,12.137374461001363,894,8.97384229119146,335,5.8233845008940195,201,3.4816408306398685,207,3.7458466692759314
MA_RS06140,MA_1180,,protein_coding,,NC_003552.1,1402390,1403556,+,1167,3195,34.74486581287193,2501,30.43715558741198,1714,22.54771855900547,1275,17.90036885804605,1429,15.32005877457302,1641,16.41205983649375,947,18.521816279276653,705,14.699135403559586,337,12.168087373329532,297,10.68577728291234,262,9.847878947617916
MA_RS06145,MA_1181,,protein_coding,,NC_003552.1,1404112,1406301,-,2190,9271,53.72458859947768,8581,55.64869903281508,5089,35.6739319715933,3590,26.85795768353467,5047,28.8328948791856,7013,37.37533472019703,2742,28.57773368314518,1751,19.454297852220297,174,3.347868631158013,142,2.7224803540127844,93,1.8627351076439056
MA_RS06150,MA_1182,,protein_coding,,NC_003552.1,1407605,1408567,+,963,1331,17.54051743466647,1471,21.69439854347768,885,14.10846052431691,867,14.7507961692534,1192,15.48634845417076,1156,14.01060578804022,677,16.046001580976636,294,7.428387881679573,86,3.7630105751441265,90,3.924070011378175,40,1.821989922058153
MA_RS06155,MA_1183,,protein_coding,,NC_003552.1,1408730,1409869,-,1140,1383,15.39600207896346,1287,16.0337432234987,649,8.739820019537373,517,7.430334122080941,632,6.936035154526958,644,6.593353831102775,404,8.088741619479803,247,5.271881399702187,116,4.287621229377806,76,2.7991699414497653,76,2.924293824903336
MA_RS06160,MA_1184,,protein_coding,,NC_003552.1,1409866,1410810,-,945,2241,30.09543883300325,1978,29.72731652670925,1272,20.66416907400193,1002,17.37234976097473,979,12.96134116027285,1011,12.48661478277168,799,19.298316285607875,706,18.178013519852232,175,7.803142084116697,102,4.531989429013905,67,3.109963274103547
MA_RS06165,MA_1185,,protein_coding,,NC_003552.1,1410786,1411736,-,951,4202,56.0745973061937,3861,57.66078004665148,2231,36.01485719920185,1795,30.92477777441689,1947,25.61441804809884,1682,20.64290629684175,1350,32.400946768850446,1269,32.467932522310484,295,13.070878380649738,227,10.022264616862724,241,11.116006495295014
MA_RS06170,MA_1186,,protein_coding,,NC_003552.1,1412255,1413418,-,1164,1910,20.82432913081467,1490,18.1800267006804,1538,20.28457902013574,1250,17.59461159738204,1445,15.53151875632402,1624,16.28389942150439,969,19.000946967980333,794,16.59743787217897,127,4.597418248528549,95,3.4268188716202017,62,2.336420324020706
MA_RS06175,MA_1187,,protein_coding,,NC_003552.1,1413428,1414573,-,1146,13784,152.6445416282311,10905,135.1457151943443,8732,116.9746496665354,7472,106.8254908648958,7849,85.68972915946712,8411,85.66203394968483,5283,105.22051961258154,4683,99.42899957634049,819,30.11359178116449,469,17.183386158899737,479,18.334250551422745
MA_RS06185,MA_1189,wrbA,protein_coding,,NC_003552.1,1414961,1415590,+,630,18226,367.1482384004801,12054,271.7389333263043,10849,264.3697762781213,7867,204.5932269005811,7774,154.3842689172029,11138,206.344088205506,5286,191.50982456643908,6017,232.38762184621285,243,16.252830226631634,206,13.729262093777418,204,14.2037128638162
MA_RS06190,MA_1190,,protein_coding,,NC_003552.1,1416845,1418872,+,2028,10838,67.82219298806541,8730,61.13747829872988,8915,67.48636564260619,7285,58.85512100464865,6774,41.79037808958817,8220,47.30741672523941,5274,59.35763977983428,4699,56.378176370506544,609,12.653556734628289,428,8.861277625299552,423,9.149232898920939
MA_RS06195,MA_1191,,protein_coding,,NC_003552.1,1418911,1419348,-,438,1467,42.50564743578565,1428,46.30366054006522,1802,63.16017431009151,1604,60.00022858550084,2057,58.7569494417325,1935,51.56229337201002,1161,60.5010007405754,1006,55.88527595469336,39,3.7519217418150146,26,2.4924115917018455,34,3.4049996591340213
MA_RS06200,MA_1192,,protein_coding,,NC_003552.1,1419326,1420585,-,1260,8191,82.50058215566587,6631,74.7428599173189,4977,60.64007634511061,4425,57.53940695532423,5540,55.00957356581581,6011,55.68029781842774,3010,54.52559326002474,3490,67.39511386432467,318,10.634567926067612,107,3.5656093301800578,175,6.092278801881949
MA_RS06205,MA_1193,,protein_coding,,NC_003552.1,1421117,1422058,+,942,3301,44.47185590222074,2637,39.75762706570632,2238,36.47302826207572,1664,28.94176885309799,1171,15.55267336058517,1841,22.81015583911698,1184,28.68832873050036,1292,33.37222326514074,227,10.154025017739116,107,4.769286365208995,158,7.357299750552978
MA_RS06210,MA_1194,,protein_coding,,NC_003552.1,1422102,1423394,+,1293,4547,44.62899032863055,3823,41.99204273775683,4120,48.9171712418095,2993,37.92545881068065,2127,20.58107350435387,3358,30.31150733755236,2273,40.124105157298736,2306,43.39446192294572,293,9.548438828684795,141,4.578688651327342,193,6.547432809818374
MA_RS06215,MA_1195,,protein_coding,,NC_003552.1,1423653,1425149,-,1497,5787,49.05940924765709,4835,45.87075693661474,4344,44.54825121012667,2811,30.76533842355666,2793,23.34254442716331,3656,28.50425886081001,1969,30.021221921700715,2272,36.92836300330929,194,5.460635702953007,146,4.094978070657973,111,3.252471087818339
MA_RS06220,MA_1196,,protein_coding,,NC_003552.1,1425479,1426981,+,1503,8396,70.89311862593155,7871,74.3758873963342,6375,65.11542092188284,6631,72.28408681336404,7336,61.06598979121412,9376,72.80881869106338,4588,69.67370056454354,5312,85.99488406331344,1025,28.736122046298018,754,21.063614130270686,895,26.1201893541765
MA_RS06225,MA_1197,,protein_coding,,NC_003552.1,1427236,1428312,-,1077,776,9.144009113941763,712,9.389133604201016,449,6.400196109435413,387,5.887323674688573,469,5.448239595041581,569,6.166261377190963,280,5.9339895495783885,228,5.151013323900144,38,1.4867267926283625,8,0.3118852302450991,20,0.8145665250427119
MA_RS06230,MA_1198,,protein_coding,,NC_003552.1,1428396,1429178,-,783,131,2.123245273035743,112,2.031503099346261,82,1.607735991172889,55,1.150862870461709,141,2.252975190234458,127,1.89307284386985,48,1.3992132993751336,28,0.8701012625503167,26,1.3991840978416148,18,0.9652310142930223,10,0.560209545000639
MA_RS06235,MA_1199,,protein_coding,,NC_003552.1,1429169,1430212,-,1044,569,6.916755116549643,466,6.339377975192129,493,7.249516862636289,359,5.63399687039664,500,5.99195529317675,655,7.322614445283968,201,4.394404268350029,163,3.798924262384865,37,1.4933599505809543,29,1.166320808937402,30,1.2604714762514375
MA_RS06245,MA_1200,,protein_coding,,NC_003552.1,1430387,1431478,-,1092,1093,12.70246935606756,1037,13.48706177295332,1126,15.8299081848645,446,6.691675489458827,1568,17.96480380821977,1998,21.35493295136198,335,7.002072735283013,279,6.2166310672735,138,5.325001356303812,84,3.229811470903575,100,4.016887122119965
MA_RS28465,,,protein_coding,,NC_003552.1,1432029,1432214,+,186,6,0.4093821838923877,7,0.5344982952917079,17,1.403132295994121,1,0.0880865716101191,15,1.008967955818795,8,0.5019984884430082,7,0.8589928420559036,1,0.13081591562536443,0,0.0,0,0.0,0,0.0
MA_RS28470,,,protein_coding,,NC_003552.1,1432204,1432437,+,234,67,3.633704256173031,79,4.794821703917189,96,6.29822279468854,82,5.741437564946737,137,7.324934886089609,121,6.035244647915782,70,6.827891821470003,27,2.807510804575129,0,0.0,1,0.17943397060575414,2,0.37490946473119685
MA_RS06255,MA_1202,,protein_coding,,NC_003552.1,1432872,1433246,-,375,254,8.59593417591643,240,9.089525295932129,174,7.123289980792739,101,4.412784891380526,374,12.47783944508065,339,10.55100423009515,64,3.895409825460372,33,2.141194906955965,3,0.3370957380338413,4,0.44786719063196234,4,0.46788701198453364
MA_RS06260,MA_1203,anfO,protein_coding,,NC_003552.1,1434095,1434484,-,390,201,6.540667661111455,312,11.36190661991516,113,4.448119848748782,82,3.444862538968042,128,4.106240870450232,151,4.518951777695619,67,3.921160731758488,61,3.805736868424064,20,2.1608701156015466,8,0.8612830589076198,11,1.2372012336129496
MA_RS06265,MA_1204,,protein_coding,,NC_003552.1,1434837,1436630,-,1794,1147,8.113936629131343,1004,7.948268008915011,979,8.377663201087069,587,5.360907503643269,1128,7.866575580617973,926,6.024401592493726,469,5.966983722241177,490,6.6457985229073095,96,2.254820990192919,49,1.1468171164802548,67,1.6381913567602298
