locus_tag,old_locus_tag,current_start_pos,gca_start,gca_extension_valid,gca_extension_check_reason,blast_best_species_hit,blast_pident,rna_step_ratio,weak_evidence_exclude,blast_pident_at_gca,blast_qstart_at_gca,rna_step_ratio_at_gca,orf_valid_at_gca,orf_note,reclassification
MA_RS14915,MA_2844,3550490,3550478,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048174914.1,95.534,1.21,False,95.534,5,1.22,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS15100,MA_2878,3590806,3590788,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048174824.1,94.928,1.04,False,94.928,7,1.16,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS15105,MA_2879,3592050,3592083,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173050.1,93.846,1.07,False,,,1.25,False,候補位置のコドンが非正準(ATA),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS15130,MA_2884,3596374,3596134,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173054.1,86.301,1.16,False,88.591,1,0.94,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15220,MA_2903,3626393,3626459,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_069575332.1,58.478,1.69,False,58.657,2,1.35,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15250,MA_2909,3637083,3637089,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048171361.1,96.436,0.82,False,96.436,3,0.84,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15475,MA_2952,3684520,3684547,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048143398.1,84.713,1.26,False,85.526,2,1.34,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15520,MA_2961,3694952,3695054,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_269430818.1,95.753,2.09,False,95.868,1,1.04,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15585,MA_2973,3709434,3709377,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048171680.1,91.25,1.36,False,91.803,1,1.26,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15940,MA_3046,3782562,3782577,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173188.1,96.795,7.76,False,96.795,1,2.46,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS15960,MA_3050,3787150,3787093,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_052721663.1,98.288,0.98,False,98.288,20,1.12,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS15995,MA_3058,3799158,3799197,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048173174.1,92.357,1.59,False,92.357,14,1.4,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS16040,MA_3067,3808845,3808842,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173160.1,93.429,1.27,False,,,1.27,False,候補位置のコドンが非正準(ATT),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS16110,MA_3081,3822684,3822726,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174850.1,90.458,1.0,False,92.308,2,1.52,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS16355,MA_3128,3887226,3887214,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173487.1,95.303,0.87,False,95.28,1,1.19,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS16655,MA_3189,3949954,3949999,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048143218.1,83.893,0.7,False,84.328,1,0.93,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17150,MA_3287,4056218,4056227,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048171091.1,96.101,1.16,False,95.872,4,1.19,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS17155,MA_3288,4057560,4057575,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_231590452.1,97.982,0.83,False,97.982,6,0.91,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS17285,MA_3309,4082468,4082462,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048171057.1,95.843,1.03,False,95.843,3,1.04,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17320,MA_3315,4089772,4089913,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048172787.1,94.815,0.95,False,95.455,1,1.5,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17535,MA_3359,4148698,4148665,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_011034000.1,48.266,0.59,False,,,0.78,False,候補位置のコドンが非正準(ATC),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS17560,MA_3365,4153088,4153235,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048172654.1,90.099,1.47,False,90.351,1,0.9,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17695,MA_3391,4192845,4192866,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173101.1,93.333,0.93,False,92.857,1,1.02,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17835,MA_3415,4221142,4220974,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048172295.1,86.818,2.13,False,83.537,1,0.77,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17840,MA_3416,4222013,4221908,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048172299.1,99.015,1.1,False,98.81,1,1.19,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS17860,MA_3420,4226798,4226765,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048138432.1,91.919,1.28,False,92.045,1,1.16,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18040,MA_3454,4262825,4262864,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048140215.1,88.492,0.85,False,88.492,14,0.83,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS18210,MA_3484,4310972,4310843,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231589848.1,90.173,1.2,False,87.692,1,1.03,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18420,MA_3526,4361743,4361698,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048170757.1,87.109,1.12,False,87.109,1,1.14,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18485,MA_3539,4374398,4374404,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048170856.1,89.349,0.85,False,88.757,1,0.83,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18540,MA_3550,4388484,4388466,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048170629.1,95.96,1.17,False,95.96,1,1.12,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18620,MA_3566,4410110,4410107,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048170668.1,97.033,22.4,False,,,20.44,False,候補位置のコドンが非正準(ATC),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS25900,MA_3578,4419809,4419917,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048170694.1,49.038,0.86,False,49.038,22,0.64,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS18750,MA_3594,4436002,4436008,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_082088895.1,95.918,6.06,False,96.875,1,5.02,True,妥当,高確信度相当に格上げ(新規BLAST・RNA-seq証拠の両方がGCA提案位置を支持)
MA_RS18865,MA_3618,4463411,4463375,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173417.1,84.793,1.73,False,84.878,1,1.08,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS25905,MA_3620,4464896,4464650,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_082089237.1,91.124,0.73,False,94.845,1,0.81,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18885,MA_3622,4467848,4467632,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173413.1,96.471,1.6,False,97.159,2,0.63,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS18980,MA_3641,4488896,4488983,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173395.1,98.315,1.18,False,98.165,1,1.15,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19105,MA_3665,4520309,4520246,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048168177.1,27.671,1.05,False,27.671,22,1.06,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS19130,MA_3670,4527129,4527093,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048041809.1,26.198,0.73,False,26.198,7,1.17,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS19170,MA_3678,4534112,4534241,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173594.1,95.131,0.86,False,94.643,1,0.91,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19300,MA_3704,4580938,4580986,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173611.1,92.745,3.13,False,92.53,1,1.27,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19370,MA_3717,4597864,4597873,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048173623.1,93.293,1.05,False,93.293,4,1.03,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS19400,MA_3723,4602144,4602189,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231589937.1,93.291,1.7,False,92.953,1,1.3,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19470,MA_3735,4611915,4611897,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048065787.1,100.0,1.13,False,100.0,7,1.09,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS19485,MA_3739,4613372,4613540,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_052721703.1,94.53,0.98,False,94.015,1,1.13,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19490,MA_3740,4614881,4614905,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173644.1,93.013,1.22,False,,,1.1,False,候補位置のコドンが非正準(ATA),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS19760,MA_3793,4680469,4680433,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_197080379.1,98.182,1.21,False,98.137,1,1.33,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS19950,MA_3829,4711473,4711506,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048142015.1,58.96,0.93,False,58.488,4,0.57,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS20210,MA_3875,4760772,4760748,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173706.1,93.427,1.41,False,93.171,1,1.43,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20300,MA_3889,4782554,4782635,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173720.1,94.788,1.6,False,95.0,1,1.29,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20385,MA_3905,4801166,4801160,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048173733.1,96.78,1.25,False,96.78,3,1.21,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20450,MA_3917,4815571,4815556,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048173744.1,96.222,0.86,False,96.222,6,0.77,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS29025,MA_3930,4828629,4828578,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_082089056.1,89.372,1.11,False,89.474,1,0.99,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20670,MA_3961,4859010,4859112,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_197080296.1,93.069,0.94,False,92.969,1,1.3,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20675,MA_3962,4861925,4861673,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_394296918.1,93.028,0.9,False,93.6,1,1.0,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS20740,MA_3975,4877571,4876674,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_231589957.1,95.398,1.07,False,82.75,36,1.66,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS20745,MA_3976,4879279,4879225,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048173784.1,92.912,1.14,False,92.912,19,0.96,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS20805,MA_3988,4893206,4893179,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_394297487.1,50.0,2.21,False,50.0,52,1.38,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS20845,MA_3995,4901059,4901068,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048175040.1,93.413,1.3,False,92.814,4,1.24,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS21065,MA_4035,4953092,4952909,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231589974.1,95.703,3.17,False,95.413,1,0.79,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21125,MA_4047,4964806,4964851,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173839.1,85.99,1.02,False,87.023,2,0.96,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21140,MA_4050,4969622,4969583,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173841.1,98.024,0.75,False,97.984,1,0.94,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21240,MA_4070,4989218,4989248,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173858.1,98.165,1.32,False,98.99,1,1.48,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21275,MA_4077,4996134,4995855,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_197080300.1,97.77,1.27,False,98.163,1,0.93,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21280,MA_4078,4998629,4998575,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173991.1,90.264,0.8,False,89.872,1,0.9,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21340,MA_4089,5012185,5012218,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173979.1,95.902,1.09,False,96.396,1,1.03,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21410,MA_4103,5027116,5027110,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_261789154.1,98.643,1.08,False,98.63,1,0.99,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21630,MA_4147,5062220,5062247,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173955.1,94.291,2.04,False,94.389,1,1.39,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21745,MA_4166,5086340,5086373,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231590002.1,96.264,0.42,False,97.072,1,1.2,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21780,MA_4173,5096138,5096189,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048123708.1,80.165,1.14,False,78.846,1,1.07,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21795,MA_4176,5100180,5100237,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048175075.1,98.611,1.3,False,98.513,1,1.33,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS21865,MA_4189,5114839,5114797,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_329957000.1,90.761,1.19,False,,,1.65,False,候補位置のコドンが非正準(CTG),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS21965,MA_4208,5132369,5132378,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173911.1,97.391,1.3,False,97.321,1,1.2,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS22070,MA_4226,5149194,5149329,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231589986.1,93.75,1.15,False,93.839,1,1.03,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS22100,MA_4232,5156819,5156792,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173898.1,93.955,2.76,False,93.557,1,1.76,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS22365,MA_4284,5208153,5208168,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048173993.1,91.652,0.84,False,91.531,1,1.19,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS22455,MA_4301,5273285,5273339,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_231590037.1,93.251,1.78,False,93.37,5,3.23,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS22720,MA_4347,5353314,5353206,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_232316218.1,79.439,0.69,False,80.899,1,1.41,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23050,MA_4409,5442924,5442900,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_187151821.1,98.537,1.01,False,98.537,9,1.04,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS23120,MA_4424,5469998,5469938,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048169468.1,41.971,1.31,False,42.072,291,1.09,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS23320,MA_4466,5517084,5517015,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048174231.1,96.564,1.01,False,96.22,24,1.15,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS29120,MA_4468,5518498,5518639,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_204245369.1,58.523,0.81,False,53.488,1,1.2,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23390,MA_4482,5531544,5531469,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_232316163.1,79.839,1.11,False,87.611,1,0.74,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23420,MA_4488,5535531,5535558,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174319.1,93.137,0.96,False,92.821,1,1.01,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23425,MA_4489,5536163,5536175,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048136700.1,53.465,0.97,False,53.03,1,1.11,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23470,MA_4499,5542381,5542444,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174313.1,61.803,1.07,False,60.648,1,1.01,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23625,MA_4531,5579431,5579089,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174286.1,93.333,1.46,False,91.589,1,0.53,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23630,MA_4532,5580386,5580380,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174285.1,98.462,0.98,False,,,0.92,False,候補位置のコドンが非正準(CTG),現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS23820,MA_4569,5629541,5629529,True,GCA提案がGCFより下流(短縮方向)のため区間チェック対象外,WP_048174250.1,95.785,0.89,False,95.753,1,0.9,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS23870,MA_4578,5641071,5641101,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048174240.1,60.518,0.94,False,60.518,11,0.85,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS24000,MA_4599,5676449,5676455,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048169016.1,97.81,1.12,False,97.81,3,1.22,True,妥当,中確信度相当に格上げ(新規証拠の片方のみがGCA提案位置を支持)
MA_RS24010,MA_4601,5679218,5679245,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_231590222.1,95.883,1.19,False,95.883,10,1.01,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS24100,MA_4618,5699337,5698953,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048174389.1,95.277,1.23,False,95.277,129,0.88,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
MA_RS24160,MA_4630,5714019,5714028,True,妥当(区間にストップコドンなし、開始コドンも正準),WP_048168982.1,95.561,1.01,False,95.561,4,1.01,True,妥当,現行アノテーションを支持のまま(新規証拠はGCA提案位置を支持せず)
