locus_tag,old_locus_tag,gcf_start,gca_start,diff_bp,diff_codons,frame_shift_flag
MA_RS06160,MA_1184,1410810,1410810,0,0.0,False
MA_RS06165,MA_1185,1411736,1411721,-15,-5.0,False
MA_RS06170,MA_1186,1413418,1413418,0,0.0,False
MA_RS06175,MA_1187,1414573,1414573,0,0.0,False
MA_RS06185,MA_1189,1414961,1414961,0,0.0,False
MA_RS06190,MA_1190,1416845,1416845,0,0.0,False
MA_RS06195,MA_1191,1419348,1419348,0,0.0,False
MA_RS06200,MA_1192,1420585,1420630,45,15.0,False
MA_RS06205,MA_1193,1421117,1421108,9,3.0,False
MA_RS06210,MA_1194,1422102,1421985,117,39.0,False
MA_RS06215,MA_1195,1425149,1425227,78,26.0,False
MA_RS06220,MA_1196,1425479,1425479,0,0.0,False
MA_RS06225,MA_1197,1428312,1428396,84,28.0,False
MA_RS06230,MA_1198,1429178,1429178,0,0.0,False
MA_RS06235,MA_1199,1430212,1430212,0,0.0,False
MA_RS06245,MA_1200,1431478,1431637,159,53.0,False
MA_RS06255,MA_1202,1433246,1433246,0,0.0,False
MA_RS06265,MA_1204,1436630,1436630,0,0.0,False
MA_RS06270,MA_1205,1437519,1437519,0,0.0,False
MA_RS06275,MA_1206,1438658,1438658,0,0.0,False
MA_RS06280,MA_1207,1439997,1439997,0,0.0,False
MA_RS06285,MA_1208,1441791,1441791,0,0.0,False
MA_RS06290,MA_1209,1442157,1442157,0,0.0,False
MA_RS06295,MA_1210,1443742,1443742,0,0.0,False
MA_RS06300,MA_1211,1444156,1444156,0,0.0,False
MA_RS06305,MA_1212,1444487,1444487,0,0.0,False
MA_RS06310,MA_1213,1446358,1446358,0,0.0,False
MA_RS06315,MA_1214,1447205,1447205,0,0.0,False
MA_RS06320,MA_1215,1447569,1447569,0,0.0,False
MA_RS06325,MA_1216,1447960,1447960,0,0.0,False
MA_RS06330,MA_1217,1449399,1449399,0,0.0,False
MA_RS06335,MA_1218,1449778,1449778,0,0.0,False
MA_RS06340,MA_1219,1451365,1451326,39,13.0,False
MA_RS06345,MA_1220,1452879,1452846,33,11.0,False
MA_RS06350,MA_1221,1454243,1454243,0,0.0,False
MA_RS06355,MA_1222,1455058,1455058,0,0.0,False
MA_RS06360,MA_1223,1456238,1456238,0,0.0,False
MA_RS06365,MA_1224,1457748,1457757,9,3.0,False
MA_RS06370,MA_1225,1458717,1458717,0,0.0,False
MA_RS06375,MA_1226,1459840,1459840,0,0.0,False
MA_RS06380,MA_1227,1460904,1460904,0,0.0,False
MA_RS06385,MA_1228,1461599,1461599,0,0.0,False
MA_RS06390,MA_1229,1462519,1462627,108,36.0,False
MA_RS06395,MA_1230,1463861,1463861,0,0.0,False
MA_RS06400,MA_1231,1465054,1465054,0,0.0,False
MA_RS06405,MA_1232,1466250,1466250,0,0.0,False
MA_RS06410,MA_1233,1467116,1467101,-15,-5.0,False
MA_RS06415,MA_1234,1468138,1468138,0,0.0,False
MA_RS06420,MA_1235,1470485,1470485,0,0.0,False
MA_RS06425,MA_1236,1471159,1471159,0,0.0,False
MA_RS06430,MA_1237,1472118,1472118,0,0.0,False
MA_RS06435,MA_1238,1472814,1472814,0,0.0,False
MA_RS06440,MA_1239,1473314,1473359,45,15.0,False
MA_RS06445,MA_1241,1473916,1473916,0,0.0,False
MA_RS06455,MA_1243,1477774,1477762,12,4.0,False
MA_RS06460,MA_1244,1483501,1483501,0,0.0,False
MA_RS06465,MA_1245,1484432,1484456,24,8.0,False
MA_RS06470,MA_1246,1485273,1485300,27,9.0,False
MA_RS06475,MA_1247,1486207,1486207,0,0.0,False
MA_RS06480,MA_1248,1486931,1486931,0,0.0,False
MA_RS06485,MA_1249,1488505,1488505,0,0.0,False
MA_RS06490,MA_1250,1490296,1490305,9,3.0,False
MA_RS06495,MA_1251,1491186,1491186,0,0.0,False
MA_RS06500,MA_1252,1492897,1492897,0,0.0,False
MA_RS06510,MA_1255,1495909,1495909,0,0.0,False
MA_RS06515,MA_1256,1497216,1497216,0,0.0,False
MA_RS06520,MA_1257,1499736,1499736,0,0.0,False
MA_RS06525,MA_1258,1500378,1500378,0,0.0,False
MA_RS06530,MA_1259,1500803,1500803,0,0.0,False
MA_RS06535,MA_1260,1501332,1501356,24,8.0,False
MA_RS06540,MA_1261,1501643,1501652,9,3.0,False
MA_RS06545,MA_1262,1503107,1503098,-9,-3.0,False
MA_RS06550,MA_1263,1505746,1505746,0,0.0,False
MA_RS06555,MA_1264,1507575,1507575,0,0.0,False
MA_RS06560,MA_1265,1509184,1509241,57,19.0,False
MA_RS06565,MA_1266,1509634,1509634,0,0.0,False
MA_RS06580,MA_1267,1512242,1512242,0,0.0,False
MA_RS06585,MA_1268,1512720,1512720,0,0.0,False
MA_RS06590,MA_1269,1513219,1513219,0,0.0,False
MA_RS06595,MA_1270,1517687,1517687,0,0.0,False
MA_RS06600,MA_1271,1519002,1519002,0,0.0,False
MA_RS06605,MA_1272,1520231,1520231,0,0.0,False
MA_RS06610,MA_1273,1520928,1520874,54,18.0,False
MA_RS06615,MA_1274,1526139,1526139,0,0.0,False
MA_RS06620,MA_1275,1527823,1527823,0,0.0,False
MA_RS06625,MA_1276,1529509,1529539,30,10.0,False
MA_RS06630,MA_1277,1530674,1530674,0,0.0,False
MA_RS06635,MA_1278,1531438,1531438,0,0.0,False
MA_RS06640,MA_1279,1532600,1532642,42,14.0,False
MA_RS06645,MA_1280,1534015,1534045,30,10.0,False
MA_RS06650,MA_1281,1534612,1534612,0,0.0,False
MA_RS06655,MA_1282,1536571,1536577,6,2.0,False
MA_RS06660,MA_1283,1536969,1536960,9,3.0,False
MA_RS06665,MA_1284,1538199,1538199,0,0.0,False
MA_RS06670,MA_1285,1539406,1539280,126,42.0,False
MA_RS06675,MA_1286,1540190,1540190,0,0.0,False
MA_RS06680,MA_1287,1542160,1542160,0,0.0,False
MA_RS06685,MA_1288,1542668,1542668,0,0.0,False
MA_RS06690,MA_1289,1543709,1543700,9,3.0,False
MA_RS06695,MA_1290,1544708,1544708,0,0.0,False
MA_RS06700,MA_1291,1546595,1546586,9,3.0,False
MA_RS06710,MA_1293,1550911,1550911,0,0.0,False
MA_RS06720,MA_1295,1553631,1553607,24,8.0,False
MA_RS06725,MA_1296,1553924,1553924,0,0.0,False
MA_RS06735,MA_1298,1556638,1556638,0,0.0,False
MA_RS06740,MA_1299,1559493,1559175,-318,-106.0,False
MA_RS06750,MA_1302,1562556,1562556,0,0.0,False
MA_RS06755,MA_1303,1563189,1563189,0,0.0,False
MA_RS06760,MA_1304,1563240,1563240,0,0.0,False
MA_RS06765,MA_1305,1564027,1564027,0,0.0,False
MA_RS06775,MA_1307,1566811,1566787,-24,-8.0,False
MA_RS06780,MA_1308,1566985,1566985,0,0.0,False
MA_RS06785,MA_1309,1569739,1569739,0,0.0,False
MA_RS06790,MA_1310,1571996,1571996,0,0.0,False
MA_RS06795,MA_1312,1572857,1572806,51,17.0,False
MA_RS06800,MA_1313,1574242,1574095,147,49.0,False
MA_RS06815,MA_1316,1578873,1578873,0,0.0,False
MA_RS06825,MA_1317,1580910,1580910,0,0.0,False
MA_RS06830,MA_1318,1582653,1582653,0,0.0,False
MA_RS06835,MA_1319,1583090,1583090,0,0.0,False
MA_RS06845,MA_1321,1585299,1585332,33,11.0,False
MA_RS06850,MA_1322,1590092,1590092,0,0.0,False
MA_RS06865,MA_1323,1590819,1590798,21,7.0,False
MA_RS06870,MA_1324,1592343,1592343,0,0.0,False
MA_RS06875,MA_1325,1592549,1592549,0,0.0,False
MA_RS06880,MA_1326,1594327,1594327,0,0.0,False
MA_RS06885,MA_1327,1594806,1594806,0,0.0,False
MA_RS06890,MA_1328,1595636,1595612,24,8.0,False
MA_RS06895,MA_1329,1597555,1597555,0,0.0,False
MA_RS06905,MA_1331,1598918,1598918,0,0.0,False
MA_RS06915,MA_1333,1600296,1600374,-78,-26.0,False
MA_RS06920,MA_1334,1601147,1601147,0,0.0,False
MA_RS06925,MA_1335,1602118,1602118,0,0.0,False
MA_RS06940,MA_1338,1603305,1603275,30,10.0,False
MA_RS06945,MA_1339,1604124,1604124,0,0.0,False
MA_RS06950,MA_1340,1604273,1604273,0,0.0,False
MA_RS06955,MA_1341,1605346,1605346,0,0.0,False
MA_RS06960,MA_1342,1606602,1606602,0,0.0,False
MA_RS06965,MA_1343,1609739,1609676,63,21.0,False
MA_RS06970,MA_1344,1610154,1610103,51,17.0,False
MA_RS06975,MA_1345,1613214,1613214,0,0.0,False
MA_RS06980,MA_1346,1614606,1614606,0,0.0,False
MA_RS06990,MA_1347,1615914,1615842,72,24.0,False
MA_RS06995,MA_1348,1617034,1617037,3,1.0,False
MA_RS07005,MA_1350,1618145,1618134,11,3.6666666666666665,True
MA_RS07010,MA_1351,1618984,1618984,0,0.0,False
MA_RS07030,MA_1353,1621343,1621343,0,0.0,False
MA_RS07040,MA_1354,1623543,1623555,12,4.0,False
MA_RS07045,MA_1355,1625123,1625123,0,0.0,False
MA_RS07055,MA_1357,1626327,1626315,12,4.0,False
MA_RS07065,MA_1360,1628368,1628368,0,0.0,False
MA_RS07070,MA_1361,1630205,1630205,0,0.0,False
MA_RS07075,MA_1362,1631797,1631803,6,2.0,False
MA_RS07080,MA_1363,1632032,1632032,0,0.0,False
MA_RS07085,MA_1364,1634047,1634047,0,0.0,False
MA_RS07090,MA_1366,1635548,1635413,-135,-45.0,False
MA_RS07100,MA_1367,1635794,1635833,-39,-13.0,False
MA_RS07105,MA_1368,1637338,1637368,30,10.0,False
MA_RS07110,MA_4683,1637633,1637633,0,0.0,False
MA_RS07115,MA_1370,1637798,1637798,0,0.0,False
MA_RS07120,MA_1371,1638685,1638664,21,7.0,False
MA_RS07125,MA_1372,1639566,1639566,0,0.0,False
MA_RS07130,MA_1373,1640202,1640202,0,0.0,False
MA_RS07135,MA_1374,1641232,1641226,6,2.0,False
MA_RS07140,MA_1376,1643823,1643823,0,0.0,False
MA_RS07145,MA_1377,1644132,1644132,0,0.0,False
MA_RS07150,MA_1378,1645009,1645123,114,38.0,False
MA_RS07155,MA_1379,1646030,1646030,0,0.0,False
MA_RS07160,MA_1380,1646304,1646304,0,0.0,False
MA_RS07165,MA_1381,1648366,1648366,0,0.0,False
MA_RS07170,MA_1382,1649013,1649013,0,0.0,False
MA_RS07175,MA_1383,1649388,1649379,9,3.0,False
MA_RS07180,MA_1384,1650249,1650213,36,12.0,False
MA_RS07185,MA_1385,1650983,1650983,0,0.0,False
MA_RS07195,MA_1388,1653968,1653893,-75,-25.0,False
MA_RS07200,MA_1389,1654362,1654596,-234,-78.0,False
MA_RS07205,MA_1390,1656380,1656380,0,0.0,False
MA_RS07210,MA_1391,1657067,1657067,0,0.0,False
MA_RS07215,MA_1392,1658603,1658603,0,0.0,False
MA_RS07220,MA_1393,1659940,1659940,0,0.0,False
MA_RS07225,MA_1394,1661032,1661062,30,10.0,False
MA_RS07230,MA_1395,1661702,1661678,24,8.0,False
MA_RS07235,MA_1396,1662354,1662354,0,0.0,False
MA_RS07240,MA_1397,1663504,1663498,6,2.0,False
MA_RS07245,MA_1398,1664767,1664767,0,0.0,False
MA_RS07255,MA_1400,1667076,1667082,6,2.0,False
MA_RS07275,MA_1402,1669311,1669311,0,0.0,False
MA_RS07280,MA_1403,1670669,1670669,0,0.0,False
MA_RS07285,MA_1404,1671283,1671280,3,1.0,False
MA_RS07290,MA_1405,1671761,1671761,0,0.0,False
MA_RS07295,MA_1406,1672472,1672472,0,0.0,False
MA_RS07300,MA_1407,1673872,1673872,0,0.0,False
MA_RS07305,MA_1408,1674572,1674455,117,39.0,False
MA_RS07310,MA_1409,1675776,1675776,0,0.0,False
MA_RS07315,MA_1410,1677038,1677038,0,0.0,False
MA_RS07320,MA_1411,1677383,1677383,0,0.0,False
MA_RS07325,MA_1412,1680032,1680032,0,0.0,False
MA_RS07330,MA_1413,1681001,1681001,0,0.0,False
MA_RS07335,MA_1414,1681265,1681253,12,4.0,False
MA_RS07350,MA_1416,1683542,1683806,264,88.0,False
MA_RS07355,MA_1417,1683955,1683943,12,4.0,False
MA_RS07360,MA_1418,1684483,1684483,0,0.0,False
MA_RS07365,MA_1419,1686066,1686042,24,8.0,False
MA_RS07375,MA_1421,1689517,1689646,129,43.0,False
MA_RS07380,MA_1422,1692490,1692490,0,0.0,False
MA_RS07385,MA_1423,1693040,1693040,0,0.0,False
MA_RS07390,MA_1424,1693726,1693726,0,0.0,False
MA_RS07405,MA_1426,1696747,1696747,0,0.0,False
MA_RS07410,MA_1427,1697741,1697777,36,12.0,False
MA_RS07415,MA_1428,1698671,1698680,9,3.0,False
MA_RS07420,MA_1429,1699739,1699760,21,7.0,False
MA_RS07425,MA_1430,1700716,1700716,0,0.0,False
MA_RS07430,MA_1431,1701411,1701411,0,0.0,False
MA_RS07435,MA_1432,1702182,1702203,21,7.0,False
MA_RS07445,MA_1433,1703824,1703836,12,4.0,False
MA_RS07450,MA_1434,1703964,1703964,0,0.0,False
MA_RS07455,MA_1435,1706412,1706412,0,0.0,False
MA_RS07460,MA_1436,1707139,1707139,0,0.0,False
MA_RS07465,MA_1437,1707762,1707762,0,0.0,False
MA_RS07480,MA_1439,1710256,1710256,0,0.0,False
MA_RS07485,MA_1440,1711064,1711064,0,0.0,False
MA_RS07490,MA_1441,1711877,1711877,0,0.0,False
MA_RS07495,MA_1442,1712896,1712752,-144,-48.0,False
MA_RS07500,MA_1444,1713608,1713608,0,0.0,False
MA_RS07505,MA_1446,1714359,1714359,0,0.0,False
MA_RS07510,MA_1447,1715888,1715888,0,0.0,False
MA_RS07515,MA_1448,1716876,1716933,57,19.0,False
MA_RS07520,MA_1449,1717100,1717100,0,0.0,False
MA_RS07525,MA_1450,1718222,1718222,0,0.0,False
MA_RS07535,MA_1452,1720200,1720200,0,0.0,False
MA_RS07545,MA_1454,1721996,1721954,42,14.0,False
MA_RS07550,MA_1455,1722674,1722674,0,0.0,False
MA_RS07555,MA_1456,1723965,1723965,0,0.0,False
MA_RS07560,MA_1457,1724667,1724667,0,0.0,False
MA_RS07565,MA_1458,1726284,1726284,0,0.0,False
MA_RS07575,MA_1460,1726936,1726936,0,0.0,False
MA_RS07580,MA_1461,1727679,1727679,0,0.0,False
MA_RS07585,MA_1462,1728721,1728721,0,0.0,False
MA_RS07595,MA_1464,1731303,1731330,-27,-9.0,False
MA_RS07605,MA_1466,1732985,1732907,78,26.0,False
MA_RS07610,MA_1467,1734894,1734894,0,0.0,False
MA_RS07615,MA_1468,1735618,1735666,48,16.0,False
MA_RS07620,MA_1469,1736373,1736373,0,0.0,False
MA_RS07625,MA_1470,1739570,1739570,0,0.0,False
MA_RS07635,MA_1471,1740859,1740859,0,0.0,False
MA_RS07640,MA_1472,1741122,1741122,0,0.0,False
MA_RS07645,MA_1473,1742003,1742003,0,0.0,False
MA_RS07650,MA_1474,1743124,1743124,0,0.0,False
MA_RS07655,MA_1475,1744220,1744220,0,0.0,False
MA_RS07660,MA_1476,1744592,1744544,48,16.0,False
MA_RS07665,MA_1477,1745118,1745118,0,0.0,False
MA_RS07670,MA_1478,1746019,1746019,0,0.0,False
MA_RS07675,MA_1479,1747983,1747983,0,0.0,False
MA_RS07680,MA_1480,1749660,1749660,0,0.0,False
MA_RS07685,MA_1481,1751031,1751031,0,0.0,False
MA_RS07695,MA_1482,1753036,1753036,0,0.0,False
MA_RS07700,MA_1483,1754438,1754438,0,0.0,False
MA_RS07705,MA_1484,1757213,1757213,0,0.0,False
MA_RS07710,MA_1485,1757431,1757518,87,29.0,False
MA_RS07715,MA_1486,1759494,1759521,27,9.0,False
MA_RS07720,MA_1487,1760210,1760210,0,0.0,False
MA_RS07725,MA_1488,1761146,1761146,0,0.0,False
MA_RS07730,MA_1489,1762424,1762490,66,22.0,False
MA_RS07735,MA_1490,1763599,1763599,0,0.0,False
MA_RS07740,MA_1491,1764621,1764585,-36,-12.0,False
MA_RS07745,MA_1492,1765947,1765947,0,0.0,False
MA_RS07750,MA_1493,1766105,1766114,9,3.0,False
MA_RS07760,MA_1495,1767327,1767342,-15,-5.0,False
MA_RS07765,MA_1496,1767704,1767704,0,0.0,False
MA_RS07770,MA_1497,1768289,1768289,0,0.0,False
MA_RS07775,MA_1498,1768776,1768776,0,0.0,False
MA_RS07780,MA_1499,1769906,1769897,9,3.0,False
MA_RS07785,MA_1500,1770948,1770948,0,0.0,False
MA_RS07800,MA_1503,1771883,1771883,0,0.0,False
MA_RS07805,MA_1504,1772185,1772185,0,0.0,False
MA_RS07810,MA_1505,1774203,1774203,0,0.0,False
MA_RS07815,MA_1506,1775694,1775694,0,0.0,False
MA_RS07820,MA_1507,1777177,1777177,0,0.0,False
MA_RS07845,MA_1511,1788092,1788092,0,0.0,False
MA_RS07850,MA_1512,1789391,1789463,72,24.0,False
MA_RS07855,MA_1513,1789942,1789903,39,13.0,False
MA_RS07860,MA_1514,1791919,1791919,0,0.0,False
MA_RS07865,MA_1515,1792158,1792149,9,3.0,False
MA_RS07880,MA_1517,1794367,1794367,0,0.0,False
MA_RS07885,MA_1518,1798231,1798234,3,1.0,False
MA_RS07890,MA_1519,1798744,1798714,30,10.0,False
MA_RS07895,MA_1520,1800952,1800952,0,0.0,False
MA_RS07900,MA_1521,1801311,1801311,0,0.0,False
MA_RS07905,MA_1522,1801698,1801689,9,3.0,False
MA_RS07910,MA_1523,1801941,1801941,0,0.0,False
MA_RS07915,MA_1524,1802166,1802160,6,2.0,False
MA_RS07920,MA_1525,1802751,1802733,18,6.0,False
MA_RS07925,MA_1526,1804703,1804703,0,0.0,False
MA_RS07935,MA_1528,1806410,1806602,192,64.0,False
MA_RS07940,MA_1529,1807570,1807570,0,0.0,False
MA_RS07945,MA_1530,1809651,1809561,-90,-30.0,False
MA_RS07955,MA_1531,1810669,1810669,0,0.0,False
MA_RS07960,MA_1532,1810919,1810919,0,0.0,False
MA_RS07965,MA_1533,1811803,1811803,0,0.0,False
MA_RS07970,MA_1534,1813044,1813044,0,0.0,False
MA_RS07980,MA_1535,1815670,1815670,0,0.0,False
MA_RS07985,MA_1536,1816861,1816861,0,0.0,False
MA_RS07990,MA_1537,1818435,1818435,0,0.0,False
MA_RS07995,MA_1538,1819348,1819363,15,5.0,False
MA_RS08000,MA_1539,1820256,1820256,0,0.0,False
MA_RS08005,MA_1540,1822070,1822109,39,13.0,False
MA_RS08015,MA_1543,1824301,1824289,12,4.0,False
MA_RS08020,MA_1544,1826024,1826024,0,0.0,False
MA_RS08025,MA_1545,1826897,1826897,0,0.0,False
MA_RS08030,MA_1546,1829235,1829235,0,0.0,False
MA_RS08035,MA_1547,1830146,1830146,0,0.0,False
MA_RS08040,MA_1548,1831765,1831735,-30,-10.0,False
MA_RS08050,MA_1551,1834797,1834899,102,34.0,False
MA_RS08055,MA_1552,1835329,1835392,63,21.0,False
MA_RS08060,MA_1553,1836408,1836459,51,17.0,False
MA_RS08065,MA_1554,1837393,1837402,9,3.0,False
MA_RS08070,MA_1555,1837486,1837486,0,0.0,False
MA_RS08085,MA_1556,1839824,1839824,0,0.0,False
MA_RS08090,MA_1557,1843019,1843025,6,2.0,False
MA_RS08095,MA_1558,1843643,1843643,0,0.0,False
MA_RS08100,MA_1559,1844182,1844182,0,0.0,False
MA_RS08105,MA_1560,1846298,1846298,0,0.0,False
MA_RS08110,MA_1561,1846946,1846946,0,0.0,False
MA_RS08115,MA_1562,1847947,1847947,0,0.0,False
MA_RS08125,MA_1563,1850524,1850524,0,0.0,False
MA_RS08130,MA_1564,1851088,1851088,0,0.0,False
MA_RS08135,MA_1565,1854280,1854316,36,12.0,False
MA_RS08140,MA_1566,1855406,1855406,0,0.0,False
MA_RS08145,MA_1567,1856569,1856725,156,52.0,False
MA_RS08150,MA_1568,1857296,1857296,0,0.0,False
MA_RS08155,MA_1569,1860430,1860535,105,35.0,False
MA_RS08160,MA_1570,1860781,1860913,-132,-44.0,False
MA_RS08165,MA_1571,1861660,1861660,0,0.0,False
MA_RS08170,MA_1572,1862802,1862802,0,0.0,False
MA_RS08175,MA_1573,1864340,1864340,0,0.0,False
MA_RS08180,MA_1574,1866321,1866339,18,6.0,False
MA_RS08185,MA_1575,1867153,1867108,45,15.0,False
MA_RS08190,MA_1576,1867914,1867914,0,0.0,False
MA_RS08195,MA_1577,1869102,1869102,0,0.0,False
MA_RS08200,MA_1578,1871136,1871136,0,0.0,False
MA_RS08205,MA_1579,1872377,1872377,0,0.0,False
MA_RS08210,MA_1580,1872500,1872500,0,0.0,False
MA_RS08215,MA_1581,1874524,1874524,0,0.0,False
MA_RS08220,MA_1582,1878270,1878270,0,0.0,False
MA_RS08230,MA_1583,1881991,1881991,0,0.0,False
MA_RS08235,MA_1584,1883907,1883907,0,0.0,False
MA_RS08240,MA_1586,1885744,1885804,60,20.0,False
MA_RS08245,MA_1587,1887611,1887611,0,0.0,False
MA_RS08250,MA_1588,1888033,1888033,0,0.0,False
MA_RS08255,MA_1589,1889323,1889332,9,3.0,False
MA_RS08260,MA_1590,1890808,1890838,30,10.0,False
MA_RS08265,MA_1591,1892185,1892185,0,0.0,False
MA_RS08275,MA_1593,1893802,1893802,0,0.0,False
MA_RS08285,MA_1594,1895349,1895349,0,0.0,False
MA_RS08295,MA_1596,1896427,1896427,0,0.0,False
MA_RS08300,MA_1597,1897370,1897358,12,4.0,False
MA_RS08305,MA_1598,1898789,1898789,0,0.0,False
MA_RS08310,MA_1599,1899090,1899090,0,0.0,False
MA_RS08315,MA_1600,1899892,1899892,0,0.0,False
MA_RS08325,MA_1601,1901709,1901709,0,0.0,False
MA_RS08330,MA_1602,1901834,1901834,0,0.0,False
MA_RS08340,MA_1605,1905469,1905469,0,0.0,False
MA_RS08345,MA_1606,1908653,1908653,0,0.0,False
MA_RS08350,MA_1607,1909010,1909010,0,0.0,False
MA_RS08355,MA_1608,1910053,1910053,0,0.0,False
MA_RS08365,MA_1610,1911151,1911151,0,0.0,False
MA_RS08370,MA_1611,1912651,1912651,0,0.0,False
MA_RS08380,MA_1613,1922058,1922058,0,0.0,False
MA_RS08385,MA_1614,1923295,1923358,63,21.0,False
MA_RS08390,MA_1615,1923640,1923640,0,0.0,False
MA_RS08395,MA_1616,1926643,1926643,0,0.0,False
MA_RS08400,MA_1617,1927439,1927439,0,0.0,False
MA_RS08425,MA_1623,1934305,1934305,0,0.0,False
MA_RS08435,MA_1624,1935885,1935885,0,0.0,False
MA_RS08440,MA_1625,1938930,1938915,15,5.0,False
MA_RS08450,MA_1627,1941145,1941097,48,16.0,False
MA_RS08455,MA_1628,1944036,1944048,-12,-4.0,False
MA_RS08460,MA_1629,1948545,1948545,0,0.0,False
MA_RS08465,MA_1630,1948725,1948680,45,15.0,False
MA_RS08470,MA_1631,1952419,1952407,12,4.0,False
MA_RS08475,MA_1632,1953827,1953851,-24,-8.0,False
MA_RS08480,MA_1633,1955192,1955192,0,0.0,False
MA_RS08485,MA_1634,1956081,1956033,48,16.0,False
MA_RS08490,MA_1635,1956973,1956973,0,0.0,False
MA_RS08495,MA_1636,1959341,1959362,21,7.0,False
MA_RS08510,MA_1640,1964540,1964558,18,6.0,False
MA_RS08515,MA_1641,1967111,1967111,0,0.0,False
MA_RS08525,MA_1643,1969181,1969181,0,0.0,False
MA_RS08530,MA_1645,1969824,1969824,0,0.0,False
MA_RS08535,MA_1646,1973020,1973002,18,6.0,False
MA_RS08540,MA_1647,1976966,1976966,0,0.0,False
MA_RS08545,MA_1648,1977418,1977418,0,0.0,False
MA_RS08560,MA_1651,1978710,1978710,0,0.0,False
MA_RS08565,MA_1652,1981412,1981412,0,0.0,False
MA_RS08570,MA_1653,1982012,1982012,0,0.0,False
MA_RS08575,MA_1654,1984443,1984443,0,0.0,False
MA_RS08580,MA_1655,1985171,1985171,0,0.0,False
MA_RS08585,MA_1656,1988057,1988057,0,0.0,False
MA_RS08590,MA_1657,1988711,1988711,0,0.0,False
MA_RS08595,MA_1658,1990442,1990442,0,0.0,False
MA_RS08600,MA_1659,1990762,1990792,-30,-10.0,False
MA_RS08610,MA_1661,1995881,1995905,-24,-8.0,False
MA_RS08620,MA_1663,1996878,1996878,0,0.0,False
MA_RS08630,MA_1664,1997406,1997406,0,0.0,False
MA_RS08635,MA_1665,1998360,1998360,0,0.0,False
MA_RS08640,MA_1666,2000194,2000194,0,0.0,False
MA_RS08645,MA_1667,2001638,2001515,123,41.0,False
MA_RS08650,MA_1668,2002736,2002736,0,0.0,False
MA_RS08655,MA_1669,2003430,2003430,0,0.0,False
MA_RS08660,MA_1670,2004011,2003999,12,4.0,False
MA_RS08665,MA_1671,2005264,2005264,0,0.0,False
MA_RS08670,MA_1672,2005904,2005901,3,1.0,False
MA_RS08680,MA_1674,2008039,2008039,0,0.0,False
MA_RS08685,MA_1675,2010233,2010239,6,2.0,False
MA_RS08690,MA_1676,2010696,2010696,0,0.0,False
MA_RS08700,MA_1678,2013419,2013404,15,5.0,False
MA_RS08705,MA_1679,2016050,2016050,0,0.0,False
MA_RS08715,MA_1682,2019360,2019360,0,0.0,False
MA_RS08725,MA_1683,2020448,2020448,0,0.0,False
MA_RS08730,MA_1684,2021872,2021872,0,0.0,False
MA_RS08735,MA_1685,2022308,2022284,24,8.0,False
MA_RS08745,MA_1686,2023960,2023960,0,0.0,False
MA_RS08765,MA_1689,2026980,2026980,0,0.0,False
MA_RS08770,MA_1690,2029327,2029372,45,15.0,False
MA_RS08775,MA_1691,2031469,2031469,0,0.0,False
MA_RS08790,MA_1693,2033512,2033512,0,0.0,False
MA_RS08795,MA_1694,2033718,2033718,0,0.0,False
MA_RS08805,MA_1696,2034436,2034553,117,39.0,False
MA_RS08810,MA_1697,2035934,2035934,0,0.0,False
MA_RS08815,MA_1698,2036474,2036474,0,0.0,False
MA_RS08830,MA_1700,2039132,2039132,0,0.0,False
MA_RS08835,MA_1701,2039855,2039813,42,14.0,False
MA_RS08840,MA_1702,2040583,2040583,0,0.0,False
MA_RS08845,MA_1703,2041455,2041455,0,0.0,False
MA_RS08850,MA_1704,2044264,2044315,51,17.0,False
MA_RS08855,MA_1705,2044430,2044406,24,8.0,False
MA_RS08860,MA_1706,2045002,2045002,0,0.0,False
MA_RS08865,MA_1708,2046993,2046993,0,0.0,False
MA_RS08870,MA_1709,2048732,2048705,27,9.0,False
MA_RS08875,MA_1710,2050465,2050465,0,0.0,False
MA_RS08880,MA_1711,2051782,2051782,0,0.0,False
MA_RS08890,MA_1712,2052893,2052881,12,4.0,False
MA_RS08895,MA_1713,2054545,2054545,0,0.0,False
MA_RS08900,MA_1714,2056438,2056561,123,41.0,False
MA_RS08905,MA_1715,2057468,2057468,0,0.0,False
MA_RS08910,MA_1716,2058400,2058400,0,0.0,False
MA_RS08915,MA_1717,2058677,2058677,0,0.0,False
MA_RS08920,MA_1718,2061168,2061168,0,0.0,False
MA_RS08925,MA_1719,2061899,2061899,0,0.0,False
MA_RS08930,MA_1721,2063610,2063610,0,0.0,False
MA_RS08935,MA_1722,2063894,2063777,117,39.0,False
MA_RS08940,MA_1723,2065405,2065405,0,0.0,False
MA_RS08950,MA_1724,2068408,2068396,12,4.0,False
MA_RS08960,MA_1725,2071011,2071011,0,0.0,False
MA_RS08965,MA_1726,2071629,2071629,0,0.0,False
MA_RS08970,MA_1727,2073485,2073485,0,0.0,False
MA_RS08975,MA_1728,2074213,2074213,0,0.0,False
MA_RS08980,MA_1729,2075733,2075733,0,0.0,False
MA_RS08985,MA_1730,2077593,2077593,0,0.0,False
MA_RS08990,MA_1731,2077902,2077902,0,0.0,False
MA_RS08995,MA_1732,2078864,2078864,0,0.0,False
MA_RS09000,MA_1733,2079856,2079856,0,0.0,False
MA_RS09005,MA_1734,2080131,2080131,0,0.0,False
